"REPORT_NUMBER"	"REPORT_RECEIVED_DATE"	"NAME"	"SIGNIFICANT"	"LOCATION_LATITUDE"	"LOCATION_LONGITUDE"	"NARRATIVE"
20130289	"8/23/2013"	"BP PIPELINE (NORTH AMERICA) INC."	"YES"	36.927591	-96.052414	"ON JULY 26, 2013 A BP PIPELINE TECHNICIAN UPON EXITING THE PIPELINE OFFICE IDENTIFIED A LOSS OF PRIMARY CONTAINMENT OF CRUDE OIL IN THE BLAKE PUMP STATION OF THE BP #1 CRUDE SYSTEM. THE TECHNICIAN CONTACTED THE CONTROL CENTER WHICH IMMEDIATELY SHUT DOWN THE PIPELINE.  ANALYSIS HAS DETERMINED THAT A PARTIALLY BURIED VALVE EXPERIENCED A MECHANICAL FAILURE OF A THREADED CONNECTION IN ITS CAST BODY.  IT IS BELIEVED THAT A PRE-EXISTING FLAW IN THE 1950﾿S VINTAGE VALVE BODY CASTING REDUCED THE THREADED ENGAGEMENT LENGTH, DIMINISHING THE FRICTIONAL FORCES RETAINING THE ﾽ﾿ PLUG ALLOWING IT TO BACK OUT. THE IMPACTED AREA WAS REMEDIATED AND THE VALVE WAS REPLACED."
20130290	"8/26/2013"	"EXXONMOBIL OIL CORP - WEST COAST"	"NO"	35.431862	-119.68993	"CRUDE OIL RELEASED WAS CONFINED TO EMPCO PROPERTY.  LEAK WAS ON STATION PIPING FROM TANK TO PUMP AT THE SITE AND WAS ISOLATED WHEN LEAK WAS FOUND.  EMERGENCY NOTIFICATIONS WERE COMPLETED WITH IMMEDIATELY CLEAN-UP OF RELEASE. SUPPLEMENTAL  & FINAL REPORT  12-5-1. UPDATED COST SECTION D-. CHANGED PIPE YEAR INSTALLED TO 2000 IN SECTION E , & MICROBIOLOGICAL IN G-. 3-6-14- SUPPLEMENTAL REPORT CREATED TO ADD SECTION C-3 ( PIPE BODY) DATA WHICH WAS MISSING FROM THE REPORT."
20130291	"8/27/2013"	"ENTERPRISE PRODUCTS OPERATING LLC"	"NO"	39.025586	-85.851089	"WHILE MAKING A ROUTINE FACILITY CHECK SUNDAY AUGUST 4, 2013 AT THE ENTERPRISE TE PRODUCTS SEYMOUR TERMINAL, AN ENTERPRISE TECHNICIAN DICOVERED A MINIMAL AMOUNT OF PRODUCT / WATER MIX ON THE GROUND ADJACENT TO THE SUMP TANK.  UPON INSPECTION HE NOTICED THE SUMP WAS FULL, AND THE SUMP ALARM WAS NOT FUNCTIONING.  THE TECHNICIAN PUMPED DOWN THE SUMP AND REPLACED THE SUMP ALARM SWITCH.  THE SUMP  ALARM WAS THEN TESTED FOR PROPER OPERATION AND ALARM INDICATION.  SEYMOUR OPERATIONS TEAM CONTRACTED A VACUUM TRUCK TO REMOVE THE CONTAMINATED DIESEL / WATER MIXTURE AND EXCAVATED THE CONTAMINATED ROCK AND TOP SOIL."
20130292	"8/27/2013"	"MAGELLAN TERMINALS HOLDINGS, LP"	"NO"	35.94754	-96.74449	"FACILITY PERSONNEL WERE CONDUCTING A DAILY INSPECTION WHEN OIL WAS FOUND IN THE DIKE AROUND UNIT #5 AT SHINN PENCE.  UPON INVESTIGATION, IT WAS FOUND THAT THE VALVE PACKING PRESSURED UP DUE TO OIL SEEPING INTO THE CAVITY ON THE VALVE.  THROUGH THE RISING TEMPERATURES OF THE DAY, THIS CAVITY PRESSURED UP AND RELEASED OIL."
20130293	"8/29/2013"	"PLAINS PIPELINE, L.P."	"NO"	32.7261111	-103.2997222	"APPROXIMATELY 2 BBLS OF CRUDE OIL WERE RELEASED WHEN AN UNKNOWN PERSON(S) REMOVED THE THREADED PRESSURE WARNING DEVICE ON THE SCRAPER TRAP'S CLOSURE DOOR. AS A RESULT OF THE ABSENCE OF THE 1/2 INCH PRESSURE WARNING DEVICE, CRUDE OIL WAS ABLE TO FLOW FROM THE OPEN PORT UPON START UP OF THE PIPELINE AND PRESSURIZATION OF THE SCRAPER TRAP. ONCE THIS WAS DISCOVERED, THE 1/2 INCH PRESSURE WARNING DEVICE WAS PROPERLY PUT BACK INTO THE SCAPER TRAP."
20130294	"8/30/2013"	"ENTERPRISE PRODUCTS OPERATING LLC"	"NO"	43.78507	-94.624817	"ON 8/1/2013, AN AERIAL PATROL PILOT INFORMED THE JACKSON STATION TECHNICIAN OF DEAD VEGETATION NEAR AM 428.  THE TECHNICIAN DROVE TO THE SITE AND DISCOVERED A 15' RADIUS OF STUNTED GROWTH OF CORN ABOVE ENTERPRISE'S WEST LEG BLUE LINE. THE TECHNICIAN FOUND ELEVATED LEL AT GROUND LEVEL IN THE CRACKS OF THE GROUND. THE LINE WAS NOT RUNNING AT THE TIME.  THE TECHNICIAN INFORMED PIPELINE CONTROL WHO LOWERED PRESSURE ON THE LINE.  THE LEAKING SEGMENT WAS THEN BLOCKED IN BETWEEN AM 422 AND AM 432.   THE AREA WAS EXCAVATED AND A SMALL BUBBLE LEAK WAS FOUND AT THE THREAD OF THE BLEEDER VALVE ON THE STOPPLE BLIND FLANGE.  THE LEAK STOPPED AND LEL READINGS WERE NOT DETECTED ONCE THE BLEEDER VALVE WAS TIGHTENED.  TO MITIGATE FUTURE LEAK POTENTIAL DUE TO FAILURE AT THE THREAD, A TOR WAS WELDED ON THE BLIND FLANGE TO ENCASE THE BLEEDER VALVE. THE PIPELINE WAS RESTARTED ON 8/9/2013 AT 10:00 AM."
20130295	"8/30/2013"	"ENBRIDGE ENERGY, LIMITED PARTNERSHIP"	"YES"	41.51616	-87.44906	"AT APPROXIMATELY 9:10 A.M. ON AUGUST 3, EDMONTON CONTROL CENTER (ECC) OBSERVED ZERO FLOW ON METER 3 AT THE GRIFFITH TERMINAL DURING DELIVERY TO BP.  THE ECC CONTACTED THE GAUGER ON DUTY TO INVESTIGATE.  AT 9:18 A.M. GAUGER CONFIRMED LEAK AT METER SKID.  AT APPROXIMATELY 9:20 A.M., GAUGER CONTACTED THE ECC TO SHUT DOWN THE DELIVERY LINE AND PLACED CALL TO TERMINAL SUPERVISOR AND LEFT A MESSAGE.  GAUGER THEN CONTACTED PIPELINE MAINTENANCE SUPERVISOR TO NOTIFY HIM OF THE RELEASE.  GAUGER THEN TOOK THE NECESSARY STEPS TO SECURE RELEASE SITE AND STOP ALL WORK IN THE TERMINAL.  ALL WORKERS ON SITE WERE EVACUATED TO THE EAST GATE.  PIPELINE MAINTENANCE CREWS WERE NOTIFIED AND ONSITE AT APPROXIMATELY 9:25 A.M.  GAUGER IDENTIFIED METER 3 AS THE LEAK SOURCE AT APPROXIMATELY 9:30 A.M.  TERMINAL SUPERVISOR RETURNED CALL TO GAUGER AT 9:45 A.M. AND WAS INFORMED OF THE RELEASE.  AT APPROXIMATELY 9:50 A.M. TERMINAL SUPERVISOR NOTIFIED AREA MANAGER ON CALL.  AREA MANAGER THEN NOTIFIED ENVIRONMENT WHO IN TURN NOTIFIED THE STATE OF INDIANA.  AT 10:51 A.M. AREA MANAGER PLACED CALL TO THE NATIONAL RESPONSE CENTER.   IT WAS DETERMINED THAT THE RELEASE OF OIL WAS FROM A METER HOUSING FAILURE ON 155-METER 3 DUE TO THE FAILURE OF TWO CAP SCREWS IN THE HOUSING.  THE METER WAS REMOVED FROM SERVICE AND ISOLATED.  ROOT CAUSE OF METER HOUSING FAILURE IS UNDER INVESTIGATION.  A SUPPLEMENTAL REPORT WILL BE DONE ONCE THE INVESTIGATION IS COMPLETED.  APPROXIMATELY 306.6 TONS OF CONTAMINATED SOIL WAS DISPOSED OF AT AN APPROVED SITE."
20130296	"8/30/2013"	"KINDER MORGAN LIQUID TERMINALS, LLC"	"YES"	40.52243	-74.25384	"CONTRACTOR HAD INSTALLED NEW VALVES AT A PIPING MAIFOLD. AFTER NEW VALVES WERE INSTALLED, PIPING WAS NITROGEN TESTED BY CONNECTING  NITROGEN THROUGH A 2 inch BALL VALVE.  TEST WAS GOOD SO NITROGEN WAS BLED OFF THROUGH THE 2 inch BALL VALVE.  CONTRACTOR REMOVED TESTING EQUIPMENT BUT LEFT THE VALVE OPEN.  CONTROL CENTER EMPLOYEE AND OPERATIONS PERSONNEL HELD MEETING TO DISCUSS THE RECOMMISSIONING OF THE NEW EQUIPMENT LOCATION. PROCEDURE FOR RECOMMISSIONING THE LINE WAS TO HAVE OPERATIONS PERSONNEL PRESENT TO BLEED OFF AIR AND FILL SUCTION PIPING WITH DIESEL.  PIPELINE CONTROLLER AGREED AND UNDERSTOOD PLAN BUT FAILED TO NOTIFY OPERATIONS WHEN HE WAS READY TO START THE PIPELINE DELIVERY.  HE STARTED THE PIPELINE DELIVERY AND PRODUCT STARTED TO SPILL THROUGH THE 2 inch BALL VALVE.  OPERATIONS PERSONNEL HEARD CONTROLLER NOTIFY LAB THAT PIPELINE DELIVERY HAD STARTED.  THEY IMMEDIATELY TOLD CONTROLLER TO SHUTDOWN PIPELINE AND FOUND DIESEL HAD SPILLED INTO CEMENT CONTAINMENT."
20130297	"9/5/2013"	"KOCH PIPELINE COMPANY, L.P."	"NO"	45.698036	-93.997047	"ON AUGUST 6, 2013, KOCH PIPELINE WAS EXCAVATING TO FURTHER EXPOSE MINNESOTA PIPE LINE 1 (MPL1), JUST SOUTHEAST OF THE FOLEY PUMP STATION, TO IDENTIFY A DOWNSTREAM CUT-OUT LOCATION TO TIE-IN A REPLACEMENT SECTION OF 16inch LINE PIPE, WHEN SMALL POCKETS OF CRUDE OIL WERE DISCOVERED IN THE SOIL.  AFTER DISCOVERY OF THE OIL, MPL 1, 2, & 3  WERE SHUT DOWN AND THE  SECTION WAS ISOLATED BY CLOSING BLOCK VALVES.  HAND DIGGING WAS  PERFORMED DOWNSTREAM ALONG THE PIPE TO DISCOVER THE SOURCE OF THE OIL. THE SOURCE WAS DISCOVERED AT  A THREAD-O-RING (TOR).  THE WAX COATING AND CAP WERE REMOVED FROM THE TOR, AND A SMALL WEEP WAS FOUND COMING FROM THE THREADS OF THE COMPLETION PLUG IN THE TOR.  LINE PRESSURE WAS BLED DOWN, THE COMPLETION PLUG WAS REPLACED AND A 2 inch VALVE WAS THREADED ONTO THE TOR WITH A PLUG. KOCH PIPELINE IS MONITORING THE REPLACED COMPLETION PLUG, WITH THE CONNECTED 2 inch VALVE AND PLUG, WEEKLY, AS DISCUSSED WITH AND APPROVED BY THE MINNESOTA OFFICE OF PIPELINE SAFETY.  THERE HAS BEEN NO EXTERNAL LEAKAGE SINCE THE REPAIR.  THE SECTION OF PIPE WAS REPLACED IN SEPTEMBER 2013 AND THE TOR WAS REMOVED FROM THE CUT-OUT, SHIPPED TO A VENDOR, ALONG WITH THE ORIGINAL COMPLETION PLUG AND CAP TO DETERMINE THE ROOT CAUSE. THE VENDOR PROVIDED THE FOLLOWING CONCLUSION TO THEIR EXAMINATION, " THE ORIGINAL LEAK WAS LIKELY DUE AN AGED O-RING THAT SHRANK AND FLATTENED OVER TIME.  THE REPLACEMENT TOR PLUG CONTAINED STRANDS OF WHAT APPEARED TO BE TEFLON TAPE THAT WERE ON THE THREADS, AND ACROSS THE O-RING. THESE STRANDS POSSIBLY REDUCED THE SEALING CAPABILITY OF THE REPLACEMENT PLUG O-RING. THE TOR DID NOT APPEAR TO BE OVALED AND DID NOT APPEAR TO BE OUT OF ROUND.  THE INSIDE SURFACE OF THE TOR DID NOT APPEAR TO HAVE ANY DAMAGE TO THE O-RING SEALING SURFACE OR TO THE THREADS.  NO DAMAGE WAS FOUND ON THE TOR CAP."""
20130298	"9/5/2013"	"BUCKEYE PARTNERS, LP"	"NO"	42.1043	-75.9956	"AT APPROXIMATELY 10:50 EDT ON AUGUST 8, 2013, DURING A ROUTINE INSPECTION, A BUCKEYE OPERATOR NOTICED GASOLINE SEEPING FROM THE 3 O'CLOCK POSITION OF THE SCRAPER TRAP DOOR OF THE 751 LINE AT THE BINHAMPTON TERMINAL IN VESTAL NY.  THE CONTROL CENTER WAS NOTIFIED AND THE 751 LINE WAS IMMEDIATELY SHUT DOWN.  ALL INTERNAL NOTIFICATIONS AND EXTERNAL NOTIFICATIONS WERE MADE ACCORDING TO COMPANY PROCEDURES. INITIAL CLEANUP EFFORTS INCLUDED DIVERTING THE PRODUCT TO THE SUMP AND THE USE OF SORBENT PADS. THE TRAP WAS ISOLATED FROM THE MAIN LINE. THE 751 LINE WAS RETURNED TO SERVICE ON AUGUST 9, 2013 AT 10:22. THE QUANTITY OF THE RELEASE IS ESTIMATED  TO BE 2.5 BARRELS. THE ESTIMATED AMOUNT OF PRODUCT RECOVERED IS APPROX. 2.5 BARRELS.  NO FURTHER REMEDIATION IS REQUIRED."
20130299	"9/5/2013"	"SUNOCO PIPELINE L.P."	"NO"	39.85162	-75.41714	"WHILE ON NORMAL ROUNDS, A SPLP MARCUS HOOK TANK FARM OPERATOR OBSERVED WHAT APPEARED TO BE A SHEEN ON A RAIN PUDDLE.  SUPERVISION WAS NOTIFIED AND OIL ABSORBENT PADS WERE PLACED ON THE PUDDLE.  FURTHER INVESTIGATION DETERMINED THERE WAS A PINHOLE LEAK AT APPROXIMATELY THE 6 O'CLOCK POSITION ON THE PIPE.  A PLIDCO CLAMP WAS INSTALLED AS AN IMMEDIATE REPAIR."
20130300	"9/6/2013"	"MID - VALLEY PIPELINE CO"	"NO"	41.67284	-83.45352	"ON THE DATE OF THE INCIDENT MVPL'S DELIVERY STATION TO THE REFINERY WAS SHUT IN AND NOT MAKING A DELIVERY.  THE REFINERY WAS PREPARING TO TAKE A DELIVERY FROM ANOTHER PIPELINE.  THE REFINERY PIPING FOR THAT DELIVERY IS COMMON WITH THE REFINERY PIPING WHICH TAKES DELIVERY FROM MVPL.  PRESSURE BUILT ON THE REFINERY PIPING WHEN THE THIRD PARTY DELIVERY COMMENCED.  THE CHECK VALVE AT THE POINT WHERE MVPL PIPING CONNECTS TO REFINERY PIPING DID NOT SEAT COMPLETELY.  THIS ALLOWED PRESSURE TO BUILD ON MVPL'S STATION AND DRAIN SYSTEM PIPING.  AS THE PRESSURE BUILT, A CORRODED AREA ON A 2 inch X  3 inch SWEDGE BEGAN TO LEAK.  TWO BARRELS WERE RELEASED."
20130301	"9/6/2013"	"BUCKEYE PARTNERS, LP"	"NO"	40.605222	-74.23907	"AT 14:55  ON AUGUST 13, 2013  DURING THE RETURN TO SERVICE OPERAT TANK 91  WALK AROUND, A BUCKEYE OPERATOR NOTICED TRANSMIX SPRAYING OUT OF A 1/2 inch OPENED VALVE THAT IS LOCATED DIRECTLY BEHIND A 6 inch VALVE.  TANK FILLING OPERATIONS WERE IMMEDIATELY STOPPED.  ALL INTERNAL AND EXTERNAL NOTIFICATIONS WERE MADE ACCORDING TO COMPANY PROCEDURES AND POLICIES.  INVESTIGATIONS REVEALED THAT THE BUNG WAS NOT PROPERLY CLOSED ON THE ﾽ VALVE.  THE VALVE BUNG WAS CLOSED AND FILLING OPERATIONS RESUMED.  ALL CONTAMINATED PRODUCT WAS REMOVED.  NO ADDITIONAL REMEDIATION IS REQUIRED"
20130302	"9/6/2013"	"SUNOCO PIPELINE L.P."	"NO"	30.02448	-94.79471	"ON 08/08/2013 THE  CONTROL CENTER NOTICED A LINE IMBALANCE, NOTIFIED FIELD OPERATIONS AND SHUT DOWN THE LINE.  OPERATIONS PERSONNEL AS WELL AS AERIAL PATROL RESOURCES WERE DISPATCHED TO INVESTIGATE.  ON 08/09/2013, OPERATIONS PERSONNEL IDENTIFIED THE LEAK AS A PINHOLE ON A SECTION OF EXPOSED PIPING.  A PLIDCO CLAMP WAS INSTALLED AND SOIL WAS REMEDIATED ON-SITE.  ON 9/11/2013  THE AFFECTED PIPE WAS CUT OUT AND REPLACED WITH NEW PIPE."
20130303	"9/6/2013"	"TESORO HIGH PLAINS PIPELINE COMPANY LLC"	"NO"	48.012617	-102.881185	"OPERATOR'S CONTRACTOR DISCOVERED A LEAK OF CRUDE OIL THAT OCCURRED AS A RESULT OF A CRACKED FITTING NEAR A DISCHARGE PUMP. OPERATOR IMMEDIATELY CONTACTED CONTROL ROOM WHO SHUT DOWN THE PUMP STATION REMOTELY. SPILLED MATERIAL WAS CONFINED TO THE PUMP STATION AND 8 OF THE APPROXIMATE 9 BARRELS WERE RECOVERED BY A VACUUM TRUCK WHO ARRIVED WITHIN 1-2 HOURS. ALTHOUGH FITTING WAS AGED, THE CRACK IN THE FITTING LIKELY FORMED AS A RESULT OF THE LINE BEING EXCAVATED WITHIN THE PUMP STATION AND ADDITIONAL STRESS BEING PLACED ON THE FITTING AT THE TIME OF THE INCIDENT. FITTING WAS REPLACED AND LINE WAS RESTARTED WITHOUT ANY ISSUES."
20130304	"9/6/2013"	"SFPP, LP"	"YES"	38.003663	-122.056224	"AT 1242, 8/8/13, DURING A STATION WALK-AROUND INSPECTION, THE OPERATOR NOTICED A VISUAL INDICATION FROM THE TANK LEAK SENSOR SYSTEM AT BREAKOUT TANK CC 9.  THERE WAS ALSO A NOTICEABLE ODOR OF GASOLINE NEAR THE TANK, BUT NO STAINING. THREATENED RELEASE NOTIFICATIONS WERE MADE AND LOCAL OPERATIONS BEGAN EMPTYING THE TANK.  AT 1404, WHILE SWABBING THE SENSOR TUBE, IT WAS DISCOVERED THAT THE CABLES WERE WET WITH PRODUCT AND INDICATED 100% LEL.  FOLLOW-UP RELEASE NOTIFICATIONS WERE MADE AND THE TANK WAS EMPTIED BY 1700 THAT AFTERNOON. SUBSEQUENT INVESTIGATION FOUND A LAP-SEAM WELD CRACKED MOST LIKELY DUE TO FILLING/EMPTYING OF THIS DRAIN-DRY STYLE BREAKOUT TANK. ﾿NOTE: PART A, #6. ORIGINAL NRC ﾿THREATENED RELEASE﾿ NOTIFICATION REPORT #1056503 MADE @ 1304, FOLLOW-UP NRC REPORT #1056510 MADE AT 1415 CONFIRMING THE RELEASE. ﾿NOTE: PART A, #9. WE RECOVERED 1.36 BBLS AND DO NOT KNOW IF THE ENTIRE AMOUNT WAS RECOVERED BECAUSE THE LOCATION OF THE RELEASE WAS UNDER THE TANK.  THE SITE IS UNDER A CURRENT RWQCB ORDER AND THIS RELEASE IS BEING INVESTIGATED BY THAT AGENCY THEREFORE, IF A BETTER ESTIMATE IS ATTAINED IN THE FUTURE, WE WILL SUPPLEMENT THIS REPORT. ﾿NOTE: PART E, #6. TANK LEAK DETECTION SYSTEM IS NOT ASSOCIATED WITH THE SCADA SYSTEM."
20130305	"9/9/2013"	"CHEVRON PETROCHEMICAL PIPELINE LLC"	"YES"	30.060572	-93.5581	"THE ANALYTICAL REPORT CONFIRMS THAT THE ROOT CAUSE OF THE LEAK WAS A MANUFACTURING DEFECT OF X52 ERW PIPE.  THE SIZE OF THE ANOMALY WOULD NOT BE CONSIDERED A DEFECT PER AP 5LX STANDARDS IN 1953, OR THE CURRENT API 5LX EDITION.  THEREFORE, THERE ARE NO PREVIOUS OR CURRENT NDE METHODS INCLUDING ILI TOOLS THAT WOULD BE ABLE TO DETECT THIS TYPE OF ANOMALY. THE ROOT CAUSE IN THE ANALYTICAL REPORT READS AS FOLLOWS. 1.  THE ERW SEAM LEAK WAS CAUSED BY A COLD WELD, A TYPICAL MANUFACTURE DEFECT IN LOW-FREQUENCY ERW SEAMS.  THIS CONCLUSION WAS SUPPORTED BY THE FOLLOWING CHARACTERIS INCLUDING THE SMOOTH FRACTURE SURFACES AT THE LEAK, THE THROUGH-WALL OXIDE LAYER, AND NO EVIDENCE OF BONDING.  2.  THE MOST LIKELY CAUSE OF THE COLD WELD WAS INSUFFICIENT HEAT AND/OR FORMING TOOL PRESSURE DURING MANUFACTURE.  3.  THE PIPE DIMENSION AND MECHANICAL PROPERTIES MET THE REQUIREMENT SPECIFIED IN API STANDARD 5LX FOURTH EDITION (1953) FOR GRADE X52 LINE PIPE.  THE BASE METAL MICROSTRUCTURE WAS FERRITE PLUS PEARLITE, AS IS TYPICAL OF CARBON MANGANESE STEEL PIPE."
20130306	"9/10/2013"	"PHILLIPS 66 PIPELINE LLC"	"YES"	36.346272	-96.38565	"CONTRACTOR WAS EXCAVATING FOR MAINTENANCE WORK,ON THE WR01 PIPELINE SYSTEM WHEN HE HIT THE PIPE WITH THE TRACK HOE BUCKET THAT PUNCTURED THE LINE, RESULTING IN A RELEASE OF UNLEADED GASOLINE. LINE WAS IMEDIATLY SHUT DOWN BY THE CONTROL CENTER AND ALL NOTIFICATIONS WERE MADE. PIPELINE WAS DOWN FOR 82 HRS AND REPAIRS WERE COMPLETED ON 8-22-2013  AND PIPELINE WAS BROUGHT BACK INTO SERVICE. INTERNAL INVESTIGATIONS HAVE BEEN COMPLETED.  REPORT UPDATED TO REFLECT NEW COST INFORMATION RECEIVED 1-29-2014 AND PER PHSMA REQUEST - 2014-2-5  SECTION G3, QUESTION 15 - PER DROP DOWN BOX CHOICES, " LIQUID PIPELINE" IS THE BEST FIT.  SECTION G3, QUESTION 17 - ROOT CAUSE OF " EXCAVATION PRACTICES NOT SUFFICIENT" CHOSEN WITH " FAILURE TO MAINTAIN CLEARANCE" CHOSEN AS SUBCAUSE. 2014-6-2 REVISIONS:  NONE.  REPORT WAS HELD OPEN TO ACCOUNT FOR ALL RELATED COSTS. DESCRIPTION OF REPAIRS PER THE ATTACHED REPAIR PLAN - APP. 200 LINEAR FEET OF 12inch PIPELINE WAS REPLACED AS A RESULT OF THIS INCIDENT."
20130307	"9/10/2013"	"ENTERPRISE PRODUCTS OPERATING LLC"	"YES"	41.697667	-90.098627	"AT 23:16 ON AUGUST 12, 2013 WILLOW STATION PUMP WENT DOWN ON LOW SUCTION PRESSURE AND SCADA INDICATED A SIGNIFICANT DROP IN PRESSURE.  THE CONTROLLER SUSPECTED A LEAK AND NOTIFIED THE IOWA STATION OPERATOR TO SHUT DOWN THE PUMPS.  LOCAL OPERATIONS PERSONNEL WERE NOTIFIED AND PLACED ON STANDBY ONCE THE LOCATION WAS CONFIRMED.  AT 23:58, A FARMER REPORTED A FIRE IN HIS FIELD NEAR AERIAL MARKER (AM) 76 / MILEPOST (MP) 16.  OPERATIONS PERSONNEL WERE IMMEDIATELY DISPATCHED TO THE AREA.  THE CONTROLLER BLOCKED IN THE MOVS AT AM 115 / MP 55 AND AM 177 / MP 116.  LOCAL OPERATIONS PERSONNEL CLOSED MANUAL BLOCK VALVES AT AM 71 / MP 11, AM 86 / MP 26 AND AM 87 / MP 27. A 1-MILE SAFETY BUFFER WAS ESTABLISHED AROUND THE LEAK SITE, TRAFFIC WAS BLOCKED AND ALL HOMES WERE EVACUATED WITHIN THE BUFFER ZONE. AT 02:35 ON 8/13/2013, LOCAL OPERATIONS PERSONNEL WERE ABLE TO GET CLOSER TO THE LEAK SITE AND CLOSED THE BLOCK VALVE AT AM 76 / MP 16.  THIS ISOLATED THE LEAKING SEGMENT BETWEEN AM 76 / MP 16 AND AM 86 / MP 26.  THE AREA WAS SECURED AND PRESERVED FOR EXAMINATION BY A THIRD-PARTY. AFFECTED PIPE WAS CUT OUT AND SENT IN FOR METALLURGICAL ANALYSIS ALONG WITH THE PIECES THAT WERE COLLECTED.  THE AFFECTED PIPELINE SEGMENT WAS REPLACED AND THE PIPELINE WAS RETURNED TO SERVICE ON 8/17/2013.  =================NOTES============================  THROUGH A REVIEW OF SCADA DATA, THE TIME OF THE ACCIDENT WAS LATER DETERMINED TO BE AT 23:10 ON AUGUST 12, 2013 AS INDICATED BY A RAPID PRESSURE DROP ON THE LINE PRESSURE AND DISCHARGE PRESSURE AT WILLOW STATION.  THE EVACUATION OF THE GENERAL PUBLIC WAS CARRIED OUT BY LOCAL EMERGENCY OFFICIALS AND AN EXACT NUMBER OF PEOPLE EVACUATED ARE NOT AVAILABLE. SOIL CONTAMINATION:  FOURTEEN SAMPLES WERE COLLECTED FROM THE RUPTURE SITE, INCLUDING THE DEPRESSION, ONLY ONE SAMPLE ANALYSIS EXHIBITED BENZENE RESULTS.   THE BENZENE DETECTED IN THIS SAMPLE DID NOT EXCEED REGULATORY (IL EPA) SOIL STANDARDS AND THE ORIGINS OF THE DETECTION HAVE NOT BEEN CONFIRMED TO BE RESULTING FROM THIS RELEASE. GROUNDWATER CONTAMINATION:  ONE GROUNDWATER SAMPLE WAS COLLECTED FROM THE DEPRESSION, THIS SAMPLE ANALYSIS EXHIBITED BTEX (BENZENE, TOLUENE, ETHYL BENZENE, XYLENE) RESULTS ABOVE THE REGULATORY (IL EPA) GROUNDWATER STANDARDS AND THE ORIGINS OF THE DETECTION HAS NOT BEEN CONFIRMED TO BE RESULTING FROM THIS RELEASE. =================METALLURGICAL ANALYSIS==================  RESULTS FROM THE METALLURGICAL ANALYSIS IDENTIFIED THE FAILURE WAS CAUSED BY A DEFECT THAT FORMED IN THE LONGITUDINAL ERW SEAM OF THE PIPE.  THE DEFECT WAS A COMBINATION OF TWO FLAWS: AN EXTERNAL SURFACE-BREAKING HOOK CRACK AND A CRACK THAT FORMED AT THE BASE OF THE HOOK CRACK AND ENLARGED OVER TIME WHILE THE PIPE WAS IN SERVICE.  THE HOOK CRACK WAS A MANUFACTURING DEFECT THAT FORMED WHEN THE PIPE WAS MANUFACTURED.   FRACTOGRAPHIC AND METALLOGRAPHIC EXAMINATION WAS UNABLE TO CONCLUSIVELY DETERMINE THE CAUSE OF THE IN-SERVICE FLAW GROWTH. ===================8/15/2014 UPDATE===============  PART C #6. THE LENGTH AND WIDTH OF THE RUPTURE OPENING REPRESENTS THE NOMINAL OD AND THE GAP BETWEEN THE ENDS OF THE PIPE."
20130308	"9/10/2013"	"COLONIAL PIPELINE CO"	"NO"	40.57741	-74.24819	"ON AUGUST 12TH, 2013 AT 18:58 EST, AN OPERATOR ON DUTY DISCOVERED A STEM SEAL LEAK ON THE PRIMARY GAS DIVIDER VALVE. THE LINE WAS IMMEDIATELY SHUTDOWN AND THE LEAK STOPPED. THE OPERATIONS MANAGER WAS NOTIFIED AND REPORTED THE INCIDENT TO NJDEP AT 19:05 - CASE # 130812190245. TECHNICIANS WERE CALLED IN, THE VALVE WAS DISASSEMBLED AND THE O-RINGS REPLACED. THE FINAL CLEAN-UP OCCURRED ON AUGUST 13TH, 2013."
20130309	"9/10/2013"	"EXXONMOBIL PIPELINE CO"	"YES"	32.483217	-94.831033	"THE CAUSE OF THE INCIDENT IS UNKNOW AND A SUPPLEMENTAL REPORT WILL BE SUBMITTED.   THE PIPE WAS IDLE AND SEPARATED FROM ALL ACTIVE PIPELINES. THE PIPELINE WAS BEING DRAINED OF RESIDUAL CRUDE WITH A CATCH PAN UNDER THE PIPE AT THE SITE.  A WELD FLANGE WAS BEING INSTALLED ONTO THE PIPE.  THERE WAS A FLASH FIRE WHEN WELDING STARTED AND THE CATCH PAN OVERFILLED 20 GALLONS / 0.48 BARRELS OF CRUDE TO SOIL INSIDE THE EXCAVATION DITCH.  THE CRUDE OIL WAS IMMEDIATELY CLEANED UP WITH VACUUM TRUCK ON SITE.  9-17-13  SUPPLEMENTAL REPORT CREATED TO CHANGE G-8 TO OTHER. THE INCIDENT IS STILL UNDER INVESTIGATION AND A  SUPPLEMENTAL REPORT  WILL BE SUBMITTED."
